Type,Long,Lat,Neighborhood,Downtown,Suburbs,D or S
Medical Center,40.7451638,-73.98251878,East Toronto,No,Yes,Suburbs
Medical Center,40.71976227,-74.250014,East Toronto,No,Yes,Suburbs
Medical Center,40.786713,-74.175476,East Toronto,No,Yes,Suburbs
Medical Center,40.78690639,-74.17540497,East Toronto,No,Yes,Suburbs
Medical Center,40.88544,-74.13887,Central Toronto,Yes,No,Downtown
Medical Center,40.63904062,-73.99794102,Central Toronto,Yes,No,Downtown
Medical Center,40.86873706,-73.9006602,Central Toronto,Yes,No,Downtown
Medical Center,40.72435967,-73.99747938,Central Toronto,Yes,No,Downtown
Medical Center,40.71713766,-74.03891414,Central Toronto,Yes,No,Downtown
Medical Center,40.911434,-74.036274,Central Toronto,Yes,No,Downtown
Medical Center,40.63904062,-73.99794102,Downtown Toronto,Yes,No,Downtown
Medical Center,40.78514256,-74.17647257,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74167305,-73.97428784,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76025963,-73.98276476,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74167305,-73.97428784,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71080146,-74.00608152,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74167305,-73.97428784,Downtown Toronto,Yes,No,Downtown
Medical Center,40.86088438,-73.88990591,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88366806,-74.05626345,Downtown Toronto,Yes,No,Downtown
Medical Center,40.60475522,-73.94258856,Downtown Toronto,Yes,No,Downtown
Medical Center,40.882215,-73.839667,Central Toronto,Yes,No,Downtown
Medical Center,40.7585219,-73.78216407,Central Toronto,Yes,No,Downtown
Medical Center,40.74167305,-73.97428784,Central Toronto,Yes,No,Downtown
Medical Center,40.90981229,-73.90852556,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7654697,-73.98041169,Downtown Toronto,Yes,No,Downtown
Medical Center,40.668847,-73.979973,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7025,-73.81947219,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.58426059,-73.94598475,Downtown Toronto,Yes,No,Downtown
Medical Center,40.718928,-73.98945451,West Toronto,No,Yes,Suburbs
Medical Center,40.73479031,-73.98970901,West Toronto,No,Yes,Suburbs
Medical Center,40.73055307,-73.88788475,West Toronto,No,Yes,Suburbs
Medical Center,40.63904062,-73.99794102,West Toronto,No,Yes,Suburbs
Medical Center,40.61311186,-74.03375609,West Toronto,No,Yes,Suburbs
Medical Center,40.74307505,-74.00298847,West Toronto,No,Yes,Suburbs
Medical Center,40.71157472,-73.8571571,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,East Toronto,No,Yes,Suburbs
Medical Center,40.88366806,-74.05626345,East Toronto,No,Yes,Suburbs
Medical Center,40.87993788,-73.88086796,East Toronto,No,Yes,Suburbs
Medical Center,40.90981229,-73.90852556,East Toronto,No,Yes,Suburbs
Medical Center,40.895825,-74.053215,East Toronto,No,Yes,Suburbs
Medical Center,40.60792532,-73.9641881,Central Toronto,Yes,No,Downtown
Medical Center,40.71609097,-74.05218444,Central Toronto,Yes,No,Downtown
Medical Center,40.90981229,-73.90852556,Central Toronto,Yes,No,Downtown
Medical Center,40.76569855,-73.954567,Central Toronto,Yes,No,Downtown
Medical Center,40.73055307,-73.88788475,Central Toronto,Yes,No,Downtown
Medical Center,40.71631412,-74.05027628,Central Toronto,Yes,No,Downtown
Medical Center,40.76787558,-73.7387786,Downtown Toronto,Yes,No,Downtown
Medical Center,40.65692902,-74.22796631,Downtown Toronto,Yes,No,Downtown
Medical Center,40.744576,-74.028841,Downtown Toronto,Yes,No,Downtown
Medical Center,40.78514256,-74.17647257,Downtown Toronto,Yes,No,Downtown
Medical Center,40.91692576,-74.07646788,Downtown Toronto,Yes,No,Downtown
Medical Center,40.911434,-74.036274,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63904062,-73.99794102,Downtown Toronto,Yes,No,Downtown
Medical Center,40.87993788,-73.88086796,Downtown Toronto,Yes,No,Downtown
Medical Center,40.78514256,-74.17647257,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71426172,-73.80117163,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88371135,-74.0108329,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79393697,-73.9960447,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74167305,-73.97428784,Central Toronto,Yes,No,Downtown
Medical Center,40.86088438,-73.88990591,Central Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Central Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74167305,-73.97428784,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88366806,-74.05626345,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70795059,-73.78573745,Downtown Toronto,Yes,No,Downtown
Medical Center,40.738665,-73.975303,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70795059,-73.78573745,Downtown Toronto,Yes,No,Downtown
Medical Center,40.59298306,-73.94924364,West Toronto,No,Yes,Suburbs
Medical Center,40.75158814,-73.980383,West Toronto,No,Yes,Suburbs
Medical Center,40.74307505,-74.00298847,West Toronto,No,Yes,Suburbs
Medical Center,40.63904062,-73.99794102,West Toronto,No,Yes,Suburbs
Medical Center,40.73774268,-73.97831686,West Toronto,No,Yes,Suburbs
Medical Center,40.76358505,-73.96891568,West Toronto,No,Yes,Suburbs
Medical Center,40.90612411,-74.07694244,Downtown Toronto,Yes,No,Downtown
Medical Center,40.714671,-74.008676,East Toronto,No,Yes,Suburbs
Medical Center,40.73479031,-73.98970901,East Toronto,No,Yes,Suburbs
Medical Center,40.731436,-74.055889,East Toronto,No,Yes,Suburbs
Medical Center,40.6925725,-73.98630578,East Toronto,No,Yes,Suburbs
Medical Center,40.73480623,-74.05943021,East Toronto,No,Yes,Suburbs
Medical Center,40.77473435,-74.03239626,Central Toronto,Yes,No,Downtown
Medical Center,40.89416436,-73.86074636,Central Toronto,Yes,No,Downtown
Medical Center,40.77951439,-73.95375115,Central Toronto,Yes,No,Downtown
Medical Center,40.88366806,-74.05626345,Central Toronto,Yes,No,Downtown
Medical Center,40.601637,-73.994198,Central Toronto,Yes,No,Downtown
Medical Center,40.789293,-73.96987,Central Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74167305,-73.97428784,Downtown Toronto,Yes,No,Downtown
Medical Center,40.69160682,-73.98741916,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7585219,-73.78216407,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63904062,-73.99794102,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71713766,-74.03891414,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71740502,-73.80451675,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7171761,-73.80413532,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71777135,-73.80446505,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95398175,-74.07243108,Downtown Toronto,Yes,No,Downtown
Medical Center,40.84231431,-73.94256354,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77696675,-73.70148182,Downtown Toronto,Yes,No,Downtown
Medical Center,40.61886061,-74.02090911,Central Toronto,Yes,No,Downtown
Medical Center,40.79439182,-73.9404683,Central Toronto,Yes,No,Downtown
Medical Center,40.76993959,-73.94045682,Central Toronto,Yes,No,Downtown
Medical Center,40.79030442,-73.9519373,Downtown Toronto,Yes,No,Downtown
Medical Center,40.82548744,-73.83964634,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79005808,-73.95325005,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77696675,-73.70148182,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74167305,-73.97428784,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71976227,-74.250014,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74401,-73.857559,West Toronto,No,Yes,Suburbs
Medical Center,40.90981229,-73.90852556,West Toronto,No,Yes,Suburbs
Medical Center,40.74078666,-74.19118881,West Toronto,No,Yes,Suburbs
Medical Center,40.64671746,-74.0211153,West Toronto,No,Yes,Suburbs
Medical Center,40.7654697,-73.98041169,West Toronto,No,Yes,Suburbs
Medical Center,40.69186335,-73.76843871,West Toronto,No,Yes,Suburbs
Medical Center,40.73213693,-73.98493767,Downtown Toronto,Yes,No,Downtown
Medical Center,40.899049,-73.971277,East Toronto,No,Yes,Suburbs
Medical Center,40.89911233,-73.97102783,East Toronto,No,Yes,Suburbs
Medical Center,40.86088438,-73.88990591,East Toronto,No,Yes,Suburbs
Medical Center,40.79202082,-73.97390904,East Toronto,No,Yes,Suburbs
Medical Center,40.71734687,-74.00706053,East Toronto,No,Yes,Suburbs
Medical Center,40.61886061,-74.02090911,Central Toronto,Yes,No,Downtown
Medical Center,40.66435958,-74.11774199,Central Toronto,Yes,No,Downtown
Medical Center,40.69805178,-73.83537896,Central Toronto,Yes,No,Downtown
Medical Center,40.73055307,-73.88788475,Central Toronto,Yes,No,Downtown
Medical Center,40.78514256,-74.17647257,Central Toronto,Yes,No,Downtown
Medical Center,40.65630662,-73.85818507,Central Toronto,Yes,No,Downtown
Medical Center,40.66966022,-74.11314814,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7585219,-73.78216407,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76256708,-73.75869997,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71150212,-73.85709407,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77696675,-73.70148182,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73326935,-73.98280493,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76245411,-73.97216999,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79030442,-73.9519373,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64671746,-74.0211153,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64589821,-74.02027219,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77951439,-73.95375115,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Central Toronto,Yes,No,Downtown
Medical Center,40.73055307,-73.88788475,Central Toronto,Yes,No,Downtown
Medical Center,40.88366806,-74.05626345,Central Toronto,Yes,No,Downtown
Medical Center,40.74209957,-73.97494213,Downtown Toronto,Yes,No,Downtown
Medical Center,40.738665,-73.975303,Downtown Toronto,Yes,No,Downtown
Medical Center,40.90981229,-73.90852556,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77473435,-74.03239626,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74307505,-74.00298847,Downtown Toronto,Yes,No,Downtown
Medical Center,40.880514,-73.881093,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74209957,-73.97494213,West Toronto,No,Yes,Suburbs
Medical Center,40.63904062,-73.99794102,West Toronto,No,Yes,Suburbs
Medical Center,40.78514256,-74.17647257,West Toronto,No,Yes,Suburbs
Medical Center,40.90400959,-73.96841526,West Toronto,No,Yes,Suburbs
Medical Center,40.82934379,-74.10294492,West Toronto,No,Yes,Suburbs
Medical Center,40.90280945,-74.16599751,West Toronto,No,Yes,Suburbs
Medical Center,40.7585219,-73.78216407,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,East Toronto,No,Yes,Suburbs
Medical Center,40.75450686,-73.70915294,East Toronto,No,Yes,Suburbs
Medical Center,40.95672908,-74.06300068,East Toronto,No,Yes,Suburbs
Medical Center,40.63535651,-74.10638621,East Toronto,No,Yes,Suburbs
Medical Center,40.86088438,-73.88990591,East Toronto,No,Yes,Suburbs
Medical Center,40.74209957,-73.97494213,Central Toronto,Yes,No,Downtown
Medical Center,40.74476841,-73.97534389,Central Toronto,Yes,No,Downtown
Medical Center,40.74436071,-73.97530372,Central Toronto,Yes,No,Downtown
Medical Center,40.73055307,-73.88788475,Central Toronto,Yes,No,Downtown
Medical Center,40.88366806,-74.05626345,Central Toronto,Yes,No,Downtown
Medical Center,40.763787,-73.770905,Central Toronto,Yes,No,Downtown
Medical Center,40.90981229,-73.90852556,Downtown Toronto,Yes,No,Downtown
Medical Center,40.69186335,-73.76843871,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76560356,-73.97201503,Downtown Toronto,Yes,No,Downtown
Medical Center,40.739342,-73.988315,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7654697,-73.98041169,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77862,-73.961189,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70795059,-73.78573745,Downtown Toronto,Yes,No,Downtown
Medical Center,40.83093216,-73.90164201,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88366806,-74.05626345,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74209957,-73.97494213,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64671746,-74.0211153,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79202082,-73.97390904,Downtown Toronto,Yes,No,Downtown
Medical Center,40.96055061,-74.0298143,Central Toronto,Yes,No,Downtown
Medical Center,40.9599609,-74.03037086,Central Toronto,Yes,No,Downtown
Medical Center,40.589995,-73.805571,Central Toronto,Yes,No,Downtown
Medical Center,40.88366806,-74.05626345,Downtown Toronto,Yes,No,Downtown
Medical Center,40.624442,-74.02776,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70022727,-73.81638765,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63904062,-73.99794102,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79372129,-73.95101889,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70045536,-73.94302276,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79439182,-73.9404683,West Toronto,No,Yes,Suburbs
Medical Center,40.6561114,-73.94940017,West Toronto,No,Yes,Suburbs
Medical Center,40.65405934,-73.94525,West Toronto,No,Yes,Suburbs
Medical Center,40.65347957,-73.947058,West Toronto,No,Yes,Suburbs
Medical Center,40.65524805,-73.94403934,West Toronto,No,Yes,Suburbs
Medical Center,40.65424567,-73.94505483,West Toronto,No,Yes,Suburbs
Medical Center,40.58426059,-73.94598475,Downtown Toronto,Yes,No,Downtown
Medical Center,40.755903,-73.96677,East Toronto,No,Yes,Suburbs
Medical Center,40.73055307,-73.88788475,East Toronto,No,Yes,Suburbs
Medical Center,40.74370267,-74.02897085,East Toronto,No,Yes,Suburbs
Medical Center,40.63904062,-73.99794102,East Toronto,No,Yes,Suburbs
Medical Center,40.65630662,-73.85818507,East Toronto,No,Yes,Suburbs
Medical Center,40.88431303,-74.0562864,Central Toronto,Yes,No,Downtown
Medical Center,40.90280945,-74.16599751,Central Toronto,Yes,No,Downtown
Medical Center,40.78514256,-74.17647257,Central Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Central Toronto,Yes,No,Downtown
Medical Center,40.73755144,-73.87616506,Central Toronto,Yes,No,Downtown
Medical Center,40.6561114,-73.94940017,Central Toronto,Yes,No,Downtown
Medical Center,40.75482323,-74.21422107,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63904062,-73.99794102,Downtown Toronto,Yes,No,Downtown
Medical Center,40.82934379,-74.10294492,Downtown Toronto,Yes,No,Downtown
Medical Center,40.65405934,-73.94525,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79030442,-73.9519373,Downtown Toronto,Yes,No,Downtown
Medical Center,40.65524805,-73.94403934,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7585219,-73.78216407,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73319215,-73.98261554,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64671746,-74.0211153,Downtown Toronto,Yes,No,Downtown
Medical Center,40.65630662,-73.85818507,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79178044,-74.04806518,Downtown Toronto,Yes,No,Downtown
Medical Center,40.65671312,-73.94318104,Downtown Toronto,Yes,No,Downtown
Medical Center,40.61540332,-74.02281412,Central Toronto,Yes,No,Downtown
Medical Center,40.90280945,-74.16599751,Central Toronto,Yes,No,Downtown
Medical Center,40.88366806,-74.05626345,Central Toronto,Yes,No,Downtown
Medical Center,40.78514256,-74.17647257,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64671746,-74.0211153,Downtown Toronto,Yes,No,Downtown
Medical Center,40.65453341,-73.94496299,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77364375,-73.96081924,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74209957,-73.97494213,West Toronto,No,Yes,Suburbs
Medical Center,40.78486329,-73.94494057,West Toronto,No,Yes,Suburbs
Medical Center,40.74629188,-73.97334084,West Toronto,No,Yes,Suburbs
Medical Center,40.70795059,-73.78573745,West Toronto,No,Yes,Suburbs
Medical Center,40.74501204,-73.88533531,West Toronto,No,Yes,Suburbs
Medical Center,40.79030442,-73.9519373,West Toronto,No,Yes,Suburbs
Medical Center,40.63904062,-73.99794102,Downtown Toronto,Yes,No,Downtown
Medical Center,40.69039639,-73.99475348,East Toronto,No,Yes,Suburbs
Medical Center,40.95672908,-74.06300068,East Toronto,No,Yes,Suburbs
Medical Center,40.718928,-73.98945451,East Toronto,No,Yes,Suburbs
Medical Center,40.7593689,-73.96694183,East Toronto,No,Yes,Suburbs
Medical Center,40.57836603,-73.98347641,East Toronto,No,Yes,Suburbs
Medical Center,40.73479031,-73.98970901,Central Toronto,Yes,No,Downtown
Medical Center,40.66435958,-74.11774199,Central Toronto,Yes,No,Downtown
Medical Center,40.58426059,-73.94598475,Central Toronto,Yes,No,Downtown
Medical Center,40.65388184,-73.94534185,Central Toronto,Yes,No,Downtown
Medical Center,40.6551297,-73.94575514,Central Toronto,Yes,No,Downtown
Medical Center,40.77951439,-73.95375115,Central Toronto,Yes,No,Downtown
Medical Center,40.76845145,-73.92480208,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74209957,-73.97494213,Downtown Toronto,Yes,No,Downtown
Medical Center,40.77893,-73.982583,Downtown Toronto,Yes,No,Downtown
Medical Center,40.627547,-74.029391,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71631412,-74.05027628,Downtown Toronto,Yes,No,Downtown
Medical Center,40.89009481,-74.05722151,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7631999,-73.96835,Downtown Toronto,Yes,No,Downtown
Medical Center,40.89108891,-74.21310904,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88366806,-74.05626345,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74209957,-73.97494213,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73891698,-73.98766279,Central Toronto,Yes,No,Downtown
Medical Center,40.64247906,-73.90266401,Central Toronto,Yes,No,Downtown
Medical Center,40.73479031,-73.98970901,Central Toronto,Yes,No,Downtown
Medical Center,40.74209957,-73.97494213,Downtown Toronto,Yes,No,Downtown
Medical Center,40.773592,-74.239715,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70795059,-73.78573745,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70795059,-73.78573745,Downtown Toronto,Yes,No,Downtown
Medical Center,40.668847,-73.979973,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63904062,-73.99794102,West Toronto,No,Yes,Suburbs
Medical Center,40.86088438,-73.88990591,West Toronto,No,Yes,Suburbs
Medical Center,40.6299496,-74.02541914,West Toronto,No,Yes,Suburbs
Medical Center,40.7639577,-73.96822694,West Toronto,No,Yes,Suburbs
Medical Center,40.738436,-73.999452,West Toronto,No,Yes,Suburbs
Medical Center,40.78514256,-74.17647257,West Toronto,No,Yes,Suburbs
Medical Center,40.79202082,-73.97390904,Downtown Toronto,Yes,No,Downtown
Medical Center,40.78514256,-74.17647257,East Toronto,No,Yes,Suburbs
Medical Center,40.78875946,-73.95269499,East Toronto,No,Yes,Suburbs
Medical Center,40.72105354,-73.80727978,East Toronto,No,Yes,Suburbs
Medical Center,40.79030442,-73.9519373,East Toronto,No,Yes,Suburbs
Medical Center,40.74209957,-73.97494213,East Toronto,No,Yes,Suburbs
Medical Center,40.74209957,-73.97494213,Central Toronto,Yes,No,Downtown
Medical Center,40.7585219,-73.78216407,Central Toronto,Yes,No,Downtown
Medical Center,40.63168821,-73.9866903,Central Toronto,Yes,No,Downtown
Medical Center,40.84053484,-73.94120693,Central Toronto,Yes,No,Downtown
Medical Center,40.90981229,-73.90852556,Central Toronto,Yes,No,Downtown
Medical Center,40.88366806,-74.05626345,Central Toronto,Yes,No,Downtown
Medical Center,40.89108891,-74.21310904,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7654697,-73.98041169,Downtown Toronto,Yes,No,Downtown
Medical Center,40.918982,-74.069229,Downtown Toronto,Yes,No,Downtown
Medical Center,40.862535,-74.14400845,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74078666,-74.19118881,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74401,-73.857559,Downtown Toronto,Yes,No,Downtown
Medical Center,40.79005808,-73.95325005,Downtown Toronto,Yes,No,Downtown
Medical Center,40.789062,-73.954761,Downtown Toronto,Yes,No,Downtown
Medical Center,40.78865792,-73.95359617,Downtown Toronto,Yes,No,Downtown
Medical Center,40.58426059,-73.94598475,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73055307,-73.88788475,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76256708,-73.75869997,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64671746,-74.0211153,Central Toronto,Yes,No,Downtown
Medical Center,40.76410772,-74.14918475,Central Toronto,Yes,No,Downtown
Medical Center,40.74307505,-74.00298847,Central Toronto,Yes,No,Downtown
Medical Center,40.76984931,-73.98738384,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70795059,-73.78573745,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70795059,-73.78573745,Downtown Toronto,Yes,No,Downtown
Medical Center,40.74078666,-74.19118881,Downtown Toronto,Yes,No,Downtown
Medical Center,40.61311186,-74.03375609,Downtown Toronto,Yes,No,Downtown
Medical Center,40.88544,-74.13887,Downtown Toronto,Yes,No,Downtown
Medical Center,40.71150212,-73.85709407,West Toronto,No,Yes,Suburbs
Medical Center,40.84139401,-73.94293092,West Toronto,No,Yes,Suburbs
Medical Center,40.67679807,-73.89837504,West Toronto,No,Yes,Suburbs
Medical Center,40.74078666,-74.19118881,West Toronto,No,Yes,Suburbs
Medical Center,40.88366806,-74.05626345,West Toronto,No,Yes,Suburbs
Medical Center,40.82557755,-73.83966931,West Toronto,No,Yes,Suburbs
Medical Center,40.85550037,-73.84623528,Downtown Toronto,Yes,No,Downtown
Medical Center,40.73319215,-73.98261554,East Toronto,No,Yes,Suburbs
Medical Center,40.64671746,-74.0211153,East Toronto,No,Yes,Suburbs
Medical Center,40.77951439,-73.95375115,East Toronto,No,Yes,Suburbs
Medical Center,40.95672908,-74.06300068,East Toronto,No,Yes,Suburbs
Medical Center,40.74209957,-73.97494213,East Toronto,No,Yes,Suburbs
Medical Center,40.63535651,-74.10638621,Central Toronto,Yes,No,Downtown
Medical Center,40.74068911,-73.99330616,Central Toronto,Yes,No,Downtown
Medical Center,40.74209957,-73.97494213,Central Toronto,Yes,No,Downtown
Medical Center,40.73055307,-73.88788475,Central Toronto,Yes,No,Downtown
Medical Center,40.88366806,-74.05626345,Central Toronto,Yes,No,Downtown
Medical Center,40.86695759,-73.90584469,Central Toronto,Yes,No,Downtown
Medical Center,40.765138,-73.978078,Downtown Toronto,Yes,No,Downtown
Medical Center,40.83876,-73.941443,Downtown Toronto,Yes,No,Downtown
Medical Center,40.84878465,-73.83810711,Downtown Toronto,Yes,No,Downtown
Medical Center,40.69039639,-73.99475348,Downtown Toronto,Yes,No,Downtown
Medical Center,40.57836603,-73.98347641,Downtown Toronto,Yes,No,Downtown
Medical Center,40.84878465,-73.83810711,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76256708,-73.75869997,Downtown Toronto,Yes,No,Downtown
Medical Center,40.82934379,-74.10294492,Downtown Toronto,Yes,No,Downtown
Medical Center,40.75450686,-73.70915294,Downtown Toronto,Yes,No,Downtown
Medical Center,40.65453341,-73.94496299,Downtown Toronto,Yes,No,Downtown
Medical Center,40.65524805,-73.94403934,Downtown Toronto,Yes,No,Downtown
Medical Center,40.85550037,-73.84623528,Downtown Toronto,Yes,No,Downtown
Medical Center,40.67679807,-73.89837504,Central Toronto,Yes,No,Downtown
Medical Center,40.74209957,-73.97494213,Central Toronto,Yes,No,Downtown
Medical Center,40.65362743,-73.94496299,Central Toronto,Yes,No,Downtown
Medical Center,40.74295013,-73.88228626,Downtown Toronto,Yes,No,Downtown
Medical Center,40.65453341,-73.94496299,Downtown Toronto,Yes,No,Downtown
Medical Center,40.6551297,-73.94575514,Downtown Toronto,Yes,No,Downtown
Medical Center,40.65347957,-73.947058,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63535651,-74.10638621,Downtown Toronto,Yes,No,Downtown
Medical Center,40.7585219,-73.78216407,West Toronto,No,Yes,Suburbs
Medical Center,40.5918507,-73.97156735,West Toronto,No,Yes,Suburbs
Medical Center,40.784239,-73.954267,West Toronto,No,Yes,Suburbs
Medical Center,40.88955565,-73.9758547,West Toronto,No,Yes,Suburbs
Medical Center,40.88955858,-73.97570547,West Toronto,No,Yes,Suburbs
Medical Center,40.88379856,-74.05669372,West Toronto,No,Yes,Suburbs
Medical Center,40.93671,-73.85433,Downtown Toronto,Yes,No,Downtown
Medical Center,40.90981229,-73.90852556,East Toronto,No,Yes,Suburbs
Medical Center,40.79423718,-74.26830769,East Toronto,No,Yes,Suburbs
Medical Center,40.76569855,-73.954567,East Toronto,No,Yes,Suburbs
Medical Center,40.76551266,-73.95481879,East Toronto,No,Yes,Suburbs
Medical Center,40.745623,-73.975817,East Toronto,No,Yes,Suburbs
Medical Center,40.79161977,-73.70201055,Central Toronto,Yes,No,Downtown
Medical Center,40.76407042,-73.95426202,Central Toronto,Yes,No,Downtown
Medical Center,40.86088438,-73.88990591,Central Toronto,Yes,No,Downtown
Medical Center,40.73701474,-73.98135424,Central Toronto,Yes,No,Downtown
Medical Center,40.68449898,-73.8454856,Central Toronto,Yes,No,Downtown
Medical Center,40.59594805,-73.98028543,Central Toronto,Yes,No,Downtown
Medical Center,40.9599609,-74.03037086,Downtown Toronto,Yes,No,Downtown
Medical Center,40.63904062,-73.99794102,Downtown Toronto,Yes,No,Downtown
Medical Center,40.76466513,-73.9548111,Downtown Toronto,Yes,No,Downtown
Medical Center,40.84220616,-73.9422593,Downtown Toronto,Yes,No,Downtown
Medical Center,40.95672908,-74.06300068,Downtown Toronto,Yes,No,Downtown
Medical Center,40.739342,-73.988315,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64671746,-74.0211153,Downtown Toronto,Yes,No,Downtown
Medical Center,40.64589821,-74.02027219,Downtown Toronto,Yes,No,Downtown
Medical Center,40.70795059,-73.78573745,Downtown Toronto,Yes,No,Downtown
